Operation,Time, Argument1, Argument2, Argument3
checksumPOSIX,10.151492,/mnt/Benchfiles/Data/gzip/pxproteome.tar.gz,None,None
checksumPOSIX,9.575642,/mnt/Benchfiles/Data/gzip/pxproteome.tar.gz,None,None
checksumPOSIX,10.684994,/mnt/Benchfiles/Data/gzip/pxproteome.tar.gz,None,None
checksumPOSIX,11.758642,/mnt/Benchfiles/Data/gzip/pxproteome.tar.gz,None,None
checksumPOSIX,9.342140,/mnt/Benchfiles/Data/gzip/pxproteome.tar.gz,None,None
checksumPOSIX,9.067540,/mnt/Benchfiles/Data/gzip/pxproteome.tar.gz,None,None
checksumPOSIX,8.158334,/mnt/Benchfiles/Data/gzip/pxproteome.tar.gz,None,None
checksumPOSIX,8.844762,/mnt/Benchfiles/Data/gzip/pxproteome.tar.gz,None,None
checksumPOSIX,9.553075,/mnt/Benchfiles/Data/gzip/pxproteome.tar.gz,None,None
checksumPOSIX,9.595014,/mnt/Benchfiles/Data/gzip/pxproteome.tar.gz,None,None
checksumPOSIX,8.111601,/mnt/Benchfiles/Data/gzip/pxproteome.tar.gz,None,None
checksumPOSIX,10.730584,/mnt/Benchfiles/Data/gzip/pxproteome.tar.gz,None,None
checksumPOSIX,12.669176,/mnt/Benchfiles/Data/gzip/pxproteome.tar.gz,None,None
checksumPOSIX,8.591500,/mnt/Benchfiles/Data/gzip/pxproteome.tar.gz,None,None
checksumPOSIX,7.843659,/mnt/Benchfiles/Data/gzip/pxproteome.tar.gz,None,None
