Operation,Time, Argument1, Argument2, Argument3
readPOSIX,0.000264,/mnt/Benchfiles/Data/HDF5/ap_one_node_capture.hdf5,None,None
readPOSIX,0.000157,/mnt/Benchfiles/Data/HDF5/ap_one_node_capture.hdf5,None,None
readPOSIX,0.000157,/mnt/Benchfiles/Data/HDF5/ap_one_node_capture.hdf5,None,None
readPOSIX,0.000156,/mnt/Benchfiles/Data/HDF5/ap_one_node_capture.hdf5,None,None
readPOSIX,0.000156,/mnt/Benchfiles/Data/HDF5/ap_one_node_capture.hdf5,None,None
readPOSIX,0.000169,/mnt/Benchfiles/Data/HDF5/ap_one_node_capture.hdf5,None,None
readPOSIX,0.000155,/mnt/Benchfiles/Data/HDF5/ap_one_node_capture.hdf5,None,None
readPOSIX,0.000195,/mnt/Benchfiles/Data/HDF5/ap_one_node_capture.hdf5,None,None
readPOSIX,0.000272,/mnt/Benchfiles/Data/HDF5/ap_one_node_capture.hdf5,None,None
readPOSIX,0.000159,/mnt/Benchfiles/Data/HDF5/ap_one_node_capture.hdf5,None,None
readPOSIX,0.000166,/mnt/Benchfiles/Data/HDF5/ap_one_node_capture.hdf5,None,None
readPOSIX,0.000156,/mnt/Benchfiles/Data/HDF5/ap_one_node_capture.hdf5,None,None
readPOSIX,0.000152,/mnt/Benchfiles/Data/HDF5/ap_one_node_capture.hdf5,None,None
readPOSIX,0.000161,/mnt/Benchfiles/Data/HDF5/ap_one_node_capture.hdf5,None,None
readPOSIX,0.000177,/mnt/Benchfiles/Data/HDF5/ap_one_node_capture.hdf5,None,None
