Operation,Time, Argument1, Argument2, Argument3
seekPOSIX,0.000038,/mnt/Benchfiles/Data/FASTQ/1_control_psbA3_2019_minq7.fastq,None,None
seekPOSIX,0.000029,/mnt/Benchfiles/Data/FASTQ/1_control_psbA3_2019_minq7.fastq,None,None
seekPOSIX,0.000029,/mnt/Benchfiles/Data/FASTQ/1_control_psbA3_2019_minq7.fastq,None,None
seekPOSIX,0.000029,/mnt/Benchfiles/Data/FASTQ/1_control_psbA3_2019_minq7.fastq,None,None
seekPOSIX,0.000028,/mnt/Benchfiles/Data/FASTQ/1_control_psbA3_2019_minq7.fastq,None,None
seekPOSIX,0.000028,/mnt/Benchfiles/Data/FASTQ/1_control_psbA3_2019_minq7.fastq,None,None
seekPOSIX,0.000027,/mnt/Benchfiles/Data/FASTQ/1_control_psbA3_2019_minq7.fastq,None,None
seekPOSIX,0.000028,/mnt/Benchfiles/Data/FASTQ/1_control_psbA3_2019_minq7.fastq,None,None
seekPOSIX,0.000028,/mnt/Benchfiles/Data/FASTQ/1_control_psbA3_2019_minq7.fastq,None,None
seekPOSIX,0.000028,/mnt/Benchfiles/Data/FASTQ/1_control_psbA3_2019_minq7.fastq,None,None
seekPOSIX,0.000028,/mnt/Benchfiles/Data/FASTQ/1_control_psbA3_2019_minq7.fastq,None,None
seekPOSIX,0.000029,/mnt/Benchfiles/Data/FASTQ/1_control_psbA3_2019_minq7.fastq,None,None
seekPOSIX,0.000028,/mnt/Benchfiles/Data/FASTQ/1_control_psbA3_2019_minq7.fastq,None,None
seekPOSIX,0.000028,/mnt/Benchfiles/Data/FASTQ/1_control_psbA3_2019_minq7.fastq,None,None
seekPOSIX,0.000037,/mnt/Benchfiles/Data/FASTQ/1_control_psbA3_2019_minq7.fastq,None,None
