Operation,Time, Argument1, Argument2, Argument3
checksumPOSIX,0.040110,/mnt/Benchfiles/Data/NetCDF/ECMWF_ERA-40_subset.nc,None,None
checksumPOSIX,0.038893,/mnt/Benchfiles/Data/NetCDF/ECMWF_ERA-40_subset.nc,None,None
checksumPOSIX,0.038825,/mnt/Benchfiles/Data/NetCDF/ECMWF_ERA-40_subset.nc,None,None
checksumPOSIX,0.038654,/mnt/Benchfiles/Data/NetCDF/ECMWF_ERA-40_subset.nc,None,None
checksumPOSIX,0.038744,/mnt/Benchfiles/Data/NetCDF/ECMWF_ERA-40_subset.nc,None,None
checksumPOSIX,0.038561,/mnt/Benchfiles/Data/NetCDF/ECMWF_ERA-40_subset.nc,None,None
checksumPOSIX,0.038616,/mnt/Benchfiles/Data/NetCDF/ECMWF_ERA-40_subset.nc,None,None
checksumPOSIX,0.038645,/mnt/Benchfiles/Data/NetCDF/ECMWF_ERA-40_subset.nc,None,None
checksumPOSIX,0.049050,/mnt/Benchfiles/Data/NetCDF/ECMWF_ERA-40_subset.nc,None,None
checksumPOSIX,0.039214,/mnt/Benchfiles/Data/NetCDF/ECMWF_ERA-40_subset.nc,None,None
checksumPOSIX,0.038443,/mnt/Benchfiles/Data/NetCDF/ECMWF_ERA-40_subset.nc,None,None
checksumPOSIX,0.038443,/mnt/Benchfiles/Data/NetCDF/ECMWF_ERA-40_subset.nc,None,None
checksumPOSIX,0.038488,/mnt/Benchfiles/Data/NetCDF/ECMWF_ERA-40_subset.nc,None,None
checksumPOSIX,0.038418,/mnt/Benchfiles/Data/NetCDF/ECMWF_ERA-40_subset.nc,None,None
checksumPOSIX,0.038546,/mnt/Benchfiles/Data/NetCDF/ECMWF_ERA-40_subset.nc,None,None
